OBJECTID,ROCK_NAME,ROCK_TYPE,AQ_NAME,AQ_CODE,Shape_Leng,Shape_Area,observed
477,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410,0.0226815909,3.623072e-05,
487,Unconsolidated sand and gravel aquifers,100,Columbia Plateau basin-fill aquifers,116,0.1942940833,0.00157466934,
1560,,999,Other rocks,999,0.24536377553,0.00351209707,
423,,999,Other rocks,999,0.020811923,2.792451e-05,
424,,999,Other rocks,999,0.02925832006,5.35585e-05,
1,,999,Other rocks,999,111.200919008,46.2714378139,
478,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410,0.03919243336,9.489231e-05,
1561,,999,Other rocks,999,0.15040467089,0.00148164718,
1930,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205,0.02974471198,5.404721e-05,
626,,999,Other rocks,999,0.19558786628,0.00144759975,
4021,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04833256011,0.00010233919,
3992,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.04015033728,7.160058e-05,
536,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.19829194259,0.00230062265,
2313,,999,Other rocks,999,0.01556950048,1.264456e-05,
