OBJECTID,ROCK_NAME,ROCK_TYPE,AQ_NAME,AQ_CODE,Shape_Leng,Shape_Area,observed
3708,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03403632548,7.652318e-05,
3709,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.02018502332,2.926426e-05,
3710,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.17523619336,0.00102303097,
4321,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00626855379,2.01217e-06,
3719,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.11837780334,0.00041379961,
3720,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.0219880471,2.832832e-05,
3721,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.0265534792,4.625446e-05,
3722,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04813521084,0.00015533086,
3739,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.1251841064,0.00056447752,
3723,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.08409016026,0.00039509478,
3724,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03318487278,6.951725e-05,
3725,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.025521573,4.106544e-05,
3727,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02936714409,5.940862e-05,
3728,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.06113229836,0.00018528269,
3729,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04223076441,8.269182e-05,
3766,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02315453845,3.757712e-05,
3846,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02457100061,3.984381e-05,
3740,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03479974526,8.853869e-05,
3741,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.24974316322,0.00122868035,
3752,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03404069677,8.201494e-05,
3753,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03814014415,9.217909e-05,
3742,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.02968999315,6.228202e-05,
3743,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.12279943959,0.00034038576,
3744,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04211829639,0.00010242635,
3748,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02315831876,3.723383e-05,
4322,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00689561072,1.96136e-06,
3754,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.20348379695,0.00121681144,
3755,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.04292343573,0.00013555036,
3756,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.0313649061,6.799392e-05,
3757,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.02426573563,4.131462e-05,
3758,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.02210218745,3.328549e-05,
3759,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03554396879,7.061253e-05,
3763,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.06742506409,0.00024552826,
3764,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.05366510902,0.00016081105,
3765,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.05919799945,0.00017717331,
3767,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03028012543,6.52629e-05,
3768,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.1554551785,0.0005004467,
3769,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.0447339168,0.00010106591,
3821,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.0357199247,7.180121e-05,
3779,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.24173600111,0.00086089069,
3780,,999,Other rocks,999,0.01554696805,8.22897e-06,
3781,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02617138473,4.69892e-05,
3784,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.04002595885,9.57723e-05,
3785,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04337858962,9.045342e-05,
3771,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.0258737025,4.668209e-05,
3772,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.03864507182,9.600326e-05,
3773,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03118330048,4.596421e-05,
3774,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.02400603818,3.889683e-05,
3775,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02281783288,3.640573e-05,
3776,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.06785683344,0.00020291027,
3794,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.09940913644,0.00033494208,
3795,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02250451939,3.540723e-05,
3796,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04761529382,0.00015466466,
3797,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03348487274,6.640809e-05,
3805,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.07505929732,0.00030651538,
3806,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02280685118,3.636923e-05,
3807,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04747634958,0.00010549996,
3809,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.09964459447,0.00041352982,
3810,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03853576159,8.035223e-05,
3811,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.03786210441,7.916911e-05,
3812,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.05348888588,0.00021155493,
3808,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.11057695987,0.0004371279,
3813,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.02686306228,5.154514e-05,
3856,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.05774983324,0.0001451334,
3837,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.12685047651,0.00044771002,
3838,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02628136858,3.681523e-05,
3839,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.10467817234,0.00032795826,
3858,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.04390191837,9.650085e-05,
3866,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.05993195684,0.00015923282,
3867,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.01832587736,2.349701e-05,
3868,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.01928539439,2.599775e-05,
3869,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.01974537185,2.74634e-05,
3870,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.01954313268,2.673207e-05,
3879,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.0271543928,4.795276e-05,
3862,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.06032859851,0.00015796557,
3863,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.19625062114,0.00102672937,
3864,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02277554104,3.627604e-05,
3865,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.02277375567,3.627524e-05,
3887,Carbonate-rock aquifers,400,Floridan aquifer system,413,0.12341612961,0.00040488329,
3969,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.04521058546,0.00012474087,
4000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.02892003643,5.903664e-05,
3944,,999,Other rocks,999,0.06120308898,0.00021055112,
3945,,999,Other rocks,999,0.06534612705,0.00022550196,
3946,,999,Other rocks,999,0.02430088198,4.399742e-05,
3948,,999,Other rocks,999,0.23207861581,0.00102705739,
3965,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.01829245741,2.227039e-05,
3995,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.0402344915,7.519285e-05,
3966,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.21902525265,0.00119905703,
3967,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.09036178721,0.00021554615,
3968,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.02685970869,5.150642e-05,
3970,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.03748033404,8.829872e-05,
4004,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.03755259156,0.00010332156,
4005,Carbonate-rock aquifers,400,Biscayne aquifer,414,0.05544579878,0.0001439286,
4031,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201,0.04457062785,0.00010846101,
4040,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.06588960541,0.00023964147,
4041,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.02903242179,4.393315e-05,
4042,,999,Other rocks,999,0.02617786689,3.867298e-05,
4043,,999,Other rocks,999,0.01818097135,1.74411e-05,
4044,,999,Other rocks,999,0.03182913891,7.054623e-05,
4045,,999,Other rocks,999,0.04529534015,0.00015235675,
4046,,999,Other rocks,999,0.03027392279,5.483128e-05,
4047,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111,0.06407140498,0.00021258891,
4087,,999,Other rocks,999,0.05977183522,0.00014127273,
4168,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,7.78534879124,0.10982233941,
4072,,999,Other rocks,999,0.06807047887,0.00012959977,
4073,,999,Other rocks,999,0.11083340756,0.00040357523,
4074,,999,Other rocks,999,0.03842079388,8.214573e-05,
4075,,999,Other rocks,999,0.06221291219,0.00018372297,
4076,,999,Other rocks,999,0.02570330304,4.399397e-05,
4084,,999,Other rocks,999,0.04753748672,0.00012966573,
4085,,999,Other rocks,999,0.08435778596,0.0002991484,
4086,,999,Other rocks,999,0.0887846522,0.00031758339,
4088,,999,Other rocks,999,0.06258581322,0.00017036636,
4116,,999,Other rocks,999,0.26867936,0.0011423033,
4107,,999,Other rocks,999,0.03881121311,8.384707e-05,
4108,,999,Other rocks,999,0.05667422732,0.00016183807,
4109,,999,Other rocks,999,0.04346684323,0.00011696342,
4110,,999,Other rocks,999,0.13931931313,0.00064889737,
4111,,999,Other rocks,999,0.04152401793,0.00012161201,
4118,,999,Other rocks,999,0.06049494713,0.00018928328,
4131,,999,Other rocks,999,0.11104341206,0.00044415082,
4169,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04612067386,8.182514e-05,
4170,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02628483091,1.844013e-05,
4185,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02654024507,2.170587e-05,
4171,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.06605294646,6.687917e-05,
4172,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01730116076,1.934158e-05,
4173,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04489835783,4.033613e-05,
4213,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01544355079,1.325863e-05,
4186,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.18676041936,0.000302911,
4184,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04924704808,0.00012165416,
4196,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00969234482,4.08763e-06,
4192,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.0967128446,0.00013550057,
4194,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.05572461435,0.0001089772,
4195,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.06225769056,4.948759e-05,
4432,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01017574553,6.00981e-06,
4463,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.01156483383,7.73666e-06,
4219,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.14584830429,0.00021643233,
4220,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.08059836933,9.025512e-05,
4314,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02151019305,1.410332e-05,
4382,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00433008048,1.25705e-06,
4261,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.04194069152,3.015753e-05,
4262,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.04734051109,3.527857e-05,
4264,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01322027177,7.34409e-06,
4267,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.05262256537,3.783244e-05,
4268,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01130284583,9.04394e-06,
4269,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.02820636459,2.548244e-05,
4270,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.07588531947,0.00013871152,
4383,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00600579896,1.82382e-06,
4302,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.00782637835,3.30201e-06,
4303,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.01361725291,6.83264e-06,
4308,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02323215339,1.564194e-05,
4325,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00417589853,1.05444e-06,
4282,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.05022792109,0.00012140808,
4283,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.03089278181,5.273223e-05,
4284,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.02540770645,2.717902e-05,
4289,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04388616399,0.00010979171,
4304,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.0734685642,9.05598e-05,
4306,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.01201696729,7.93019e-06,
4307,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01724941457,5.69968e-06,
4331,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00585424395,1.35482e-06,
4309,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.09820687041,7.641541e-05,
4310,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04460412417,4.268866e-05,
4311,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02035848957,7.98639e-06,
4327,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00964623018,3.25655e-06,
4332,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00227382883,2.2284e-07,
4404,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02656006793,4.027527e-05,
4370,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.03287592371,6.408822e-05,
4371,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.0085685474,4.83713e-06,
4372,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04340821416,0.00012693809,
4373,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01276757212,1.095768e-05,
4374,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.0372427553,9.608243e-05,
4376,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00625932829,2.12671e-06,
4399,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00507073901,1.71666e-06,
4400,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.02694103273,3.364873e-05,
4401,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00505764264,1.70471e-06,
4402,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.00714513218,2.91838e-06,
4403,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.0162911698,1.141675e-05,
4405,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.04407828518,0.0001229913,
4406,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02487785494,3.557363e-05,
4542,Carbonate-rock aquifers,400,Puerto Rico North Coast Limestone aquifer system,419,0.01490856636,1.402438e-05,
4543,Carbonate-rock aquifers,400,Puerto Rico North Coast Limestone aquifer system,419,0.01350298489,1.302612e-05,
4444,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.06241887227,4.52285e-05,
4445,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.19645345161,0.00044773702,
4450,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.03435470874,3.840793e-05,
4476,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.03199931197,1.953659e-05,
4502,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.12301032737,0.00012187457,
4503,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02480925873,1.288411e-05,
4504,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.15762525021,0.00034612906,
4509,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01873876122,1.996113e-05,
4510,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01229908504,7.37939e-06,
4511,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.02051869469,1.389427e-05,
4512,Igneous and metamorphic-rock aquifers,600,Hawaiian Sedimentary deposit aquifers,609,0.01529642314,6.94741e-06,
4513,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.01924278134,1.847009e-05,
4514,Igneous and metamorphic-rock aquifers,600,Hawaiian Volcanic-rock aquifers,608,0.06202575022,0.00013469149,
4519,Carbonate-rock aquifers,400,Puerto Rico North Coast Limestone aquifer system,419,0.03038238569,4.972388e-05,
4603,,999,Other rocks,999,0.02668628126,4.466081e-05,
4554,,999,Other rocks,999,0.0242000343,2.107153e-05,
4558,,999,Other rocks,999,0.03293351981,1.87568e-05,
4613,,999,Other rocks,999,0.00674585132,5.1032e-07,
4565,,999,Other rocks,999,0.00959084609,4.40454e-06,
4577,,999,Other rocks,999,0.01154200981,5.95518e-06,
4578,,999,Other rocks,999,0.0192656248,2.398137e-05,
4599,,999,Other rocks,999,0.04009704464,9.07915e-05,
4567,,999,Other rocks,999,0.03822969143,5.314908e-05,
4570,,999,Other rocks,999,0.01824128394,1.870897e-05,
4614,,999,Other rocks,999,0.1052799089,0.00012455413,
4574,,999,Other rocks,999,0.03393611457,2.150154e-05,
4575,,999,Other rocks,999,0.04923387941,6.146787e-05,
4576,,999,Other rocks,999,0.06152270819,0.00011569347,
4611,,999,Other rocks,999,0.03048281417,3.136294e-05,
4602,,999,Other rocks,999,0.06843623442,0.00023454112,
4604,,999,Other rocks,999,0.01803422124,2.042376e-05,
4605,,999,Other rocks,999,0.14021195104,0.00022090597,
4617,,999,Other rocks,999,0.08972306556,0.00039849553,
4626,Carbonate-rock aquifers,400,Kingshill aquifer,420,0.00844890063,4.50231e-06,
4630,Carbonate-rock aquifers,400,Kingshill aquifer,420,0.18236444133,0.00067211778,
4631,Carbonate-rock aquifers,400,Kingshill aquifer,420,0.00745187211,3.73731e-06,
4632,Carbonate-rock aquifers,400,Kingshill aquifer,420,0.01017329531,6.94762e-06,
2,,999,Other rocks,999,0.1789423274,0.00161217568,
4,,999,Other rocks,999,0.53610562106,0.01167720722,
6,Sandstone aquifers,300,Upper Cretaceous aquifers,315,0.64274561535,0.00880815882,
8,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,1.29540404009,0.031690302,
9,Sandstone aquifers,300,Lower Tertiary aquifers,314,2.62787756083,0.07438600542,
10,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,12.2975702626,0.40330982137,
11,,999,Other rocks,999,271.57011945,44.6586397702,
12,,999,Other rocks,999,0.2880595217,0.0037268627,
13,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,1.44439297495,0.05165286737,
14,Sandstone aquifers,300,Lower Tertiary aquifers,314,0.23195370575,0.00285737751,
15,,999,Other rocks,999,7.60187630707,0.53594453015,
16,Sandstone aquifers,300,Upper Cretaceous aquifers,315,61.2794868582,7.05922773966,
17,Sandstone aquifers,300,Lower Tertiary aquifers,314,0.98458395081,0.02700865235,
19,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,12.6621016702,0.39830744027,
20,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,1.21842913189,0.01778996879,
21,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,3.54928840901,0.0939274421,
22,,999,Other rocks,999,0.2012319308,0.00141465921,
23,,999,Other rocks,999,3.0819544614,0.09215090595,
24,,999,Other rocks,999,0.33113480039,0.00463803185,
25,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.97729814604,0.01141123046,
26,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.26394875869,0.00279542612,
27,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.65177688421,0.01082849411,
28,Sandstone aquifers,300,Lower Cretaceous aquifers,304,0.49954474002,0.01499092116,
29,Sandstone and carbonate-rock aquifers,500,Paleozoic aquifers,504,1.31336979544,0.02751375217,
30,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,0.47632569178,0.00595772962,
31,,999,Other rocks,999,0.77807671368,0.01725540916,
32,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.55485120906,0.00769518444,
33,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.27279304225,0.00421440549,
34,,999,Other rocks,999,0.23539267159,0.00108072241,
35,Igneous and metamorphic-rock aquifers,600,Pacific Northwest basaltic-rock aquifers,610,0.80645063455,0.02574060408,
36,Sandstone aquifers,300,Lower Cretaceous aquifers,304,0.92234669023,0.05133821785,
37,,999,Other rocks,999,0.21939856174,0.00135493437,
38,,999,Other rocks,999,1.00211463285,0.0479024019,
39,Sandstone aquifers,300,Upper Cretaceous aquifers,315,0.88889821546,0.02783995391,
40,,999,Other rocks,999,0.32803690139,0.00381309877,
41,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.33183667986,0.00472260135,
42,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.20024758607,0.0018755418,
43,,999,Other rocks,999,0.1915776097,0.00226899726,
44,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,3.50079667719,0.06589101424,
45,,999,Other rocks,999,0.05899403906,9.587113e-05,
46,,999,Other rocks,999,0.07230090962,0.00012065144,
47,,999,Other rocks,999,0.10974255219,0.00023833903,
48,,999,Other rocks,999,0.04716565113,9.137092e-05,
50,Unconsolidated sand and gravel aquifers,100,Puget Sound aquifer system,112,0.25286059926,0.00172834649,
51,,999,Other rocks,999,0.17910822283,0.00099032086,
52,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,1.09365448029,0.02805218293,
53,Unconsolidated sand and gravel aquifers,100,Puget Sound aquifer system,112,0.20450127605,0.0014186524,
54,Unconsolidated sand and gravel aquifers,100,Puget Sound aquifer system,112,0.14115371593,0.00053529033,
55,Unconsolidated sand and gravel aquifers,100,Puget Sound aquifer system,112,0.15467104224,0.00099947339,
56,,999,Other rocks,999,0.47347276332,0.00802074383,
57,,999,Other rocks,999,0.03232562057,3.753978e-05,
58,,999,Other rocks,999,0.77033648017,0.00785049683,
59,,999,Other rocks,999,0.24516423051,0.00094612315,
60,,999,Other rocks,999,0.1677349211,0.00122379874,
61,Sandstone aquifers,300,Lower Cretaceous aquifers,304,0.43849644907,0.01195801648,
62,Unconsolidated sand and gravel aquifers,100,Puget Sound aquifer system,112,0.1529917566,0.00147742528,
63,,999,Other rocks,999,0.0664362436,0.00012524051,
64,,999,Other rocks,999,0.04159782043,6.566021e-05,
65,,999,Other rocks,999,0.12444068585,0.00030307168,
66,Sandstone aquifers,300,Lower Cretaceous aquifers,304,0.16930405865,0.00151041184,
67,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,0.5666937598,0.00745131542,
68,,999,Other rocks,999,0.10225881977,0.00049470745,
69,,999,Other rocks,999,0.30416602718,0.0057702292,
70,,999,Other rocks,999,0.27814991444,0.00375076256,
71,,999,Other rocks,999,0.96113682313,0.00957052449,
72,,999,Other rocks,999,0.10037612698,0.00035164554,
73,,999,Other rocks,999,0.03872703623,7.666446e-05,
74,,999,Other rocks,999,0.25305068036,0.00420415939,
75,,999,Other rocks,999,0.28021815624,0.0027084153,
76,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,0.12700742243,0.0007681645,
77,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,9.92185911923,0.41117010765,
78,,999,Other rocks,999,0.05874353267,0.00010969222,
79,Unconsolidated sand and gravel aquifers,100,Northern Rocky Mountains Intermontane Basins aquifer system,105,0.32106460835,0.00380233993,
80,,999,Other rocks,999,0.04535103475,9.756474e-05,
81,Unconsolidated sand and gravel aquifers,100,Pacific Northwest basin-fill aquifers,104,1.80308861985,0.02613229666,
82,,999,Other rocks,999,0.37164438858,0.00246157748,
83,,999,Other rocks,999,0.86820663366,0.01608976612,
84,Unconsolidated sand and gravel aquifers,100,Puget Sound aquifer system,112,0.25611373457,0.00258370165,
